accuracy;precision_class_0;recall_class_0;f1_class_0;precision_class_1;recall_class_1;f1_class_1;precision_class_2;recall_class_2;f1_class_2;precision_class_3;recall_class_3;f1_class_3
0.579136690647482;0.579136690647482;1.0;0.7334851936218678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.5300859598853869;0.5537974683544303;0.9210526315789473;0.6916996047430829;0.0;0.0;0.0;0.30303030303030304;0.11627906976744186;0.1680672268907563;0.0;0.0;0.0
0.5241379310344828;0.5390428211586902;0.9224137931034483;0.6804451510333863;0.0;0.0;0.0;0.3684210526315789;0.11965811965811966;0.18064516129032257;0.0;0.0;0.0
0.44630404463040446;0.44703770197486536;0.8586206896551725;0.587957497048406;0.1935483870967742;0.05042016806722689;0.08000000000000002;0.5038759689922481;0.26104417670682734;0.34391534391534395;0.0;0.0;0.0
0.4489795918367347;0.49353448275862066;0.7046153846153846;0.5804816223067173;0.30303030303030304;0.08130081300813008;0.1282051282051282;0.39372822299651566;0.4669421487603306;0.42722117202268434;0.0;0.0;0.0
0.5386313465783664;0.5445544554455446;0.8461538461538461;0.6626506024096385;0.4166666666666667;0.10638297872340426;0.1694915254237288;0.5303030303030303;0.4093567251461988;0.46204620462046203;0.6666666666666666;0.1;0.1739130434782609
0.5025773195876289;0.5675675675675675;0.7283236994219653;0.6379746835443038;0.3137254901960784;0.13008130081300814;0.1839080459770115;0.4153846153846154;0.4909090909090909;0.45;0.6666666666666666;0.16091954022988506;0.25925925925925924
0.5659955257270693;0.6021505376344086;0.7962085308056872;0.6857142857142857;0.3888888888888889;0.0875;0.14285714285714285;0.5294117647058824;0.5806451612903226;0.5538461538461539;0.42857142857142855;0.1875;0.26086956521739124
0.5511551155115512;0.6629834254143646;0.7100591715976331;0.6857142857142857;0.36363636363636365;0.1702127659574468;0.23188405797101447;0.3894736842105263;0.5068493150684932;0.44047619047619047;0.4;0.14285714285714285;0.21052631578947364
0.5294906166219839;0.6383442265795207;0.7417721518987341;0.6861826697892272;0.18518518518518517;0.047619047619047616;0.07575757575757576;0.3782608695652174;0.4484536082474227;0.41037735849056606;0.3333333333333333;0.19230769230769232;0.2439024390243902
0.5416666666666666;0.6231155778894473;0.8051948051948052;0.7025495750708216;0.14814814814814814;0.046511627906976744;0.07079646017699115;0.417910447761194;0.42105263157894735;0.4194756554307116;0.23529411764705882;0.08163265306122448;0.12121212121212122
0.5840621963070942;0.6755162241887905;0.8178571428571428;0.739903069466882;0.19540229885057472;0.12408759124087591;0.1517857142857143;0.46558704453441296;0.4275092936802974;0.44573643410852715;0.6470588235294118;0.1746031746031746;0.275
0.5228215767634855;0.6346863468634686;0.6991869918699187;0.665377176015474;0.5217391304347826;0.12903225806451613;0.20689655172413793;0.3756906077348066;0.6017699115044248;0.46258503401360546;0.0;0.0;0.0
0.5100502512562815;0.6083333333333333;0.7104622871046229;0.6554433221099887;0.3617021276595745;0.13385826771653545;0.1954022988505747;0.36324786324786323;0.4187192118226601;0.3890160183066361;0.34285714285714286;0.21818181818181817;0.26666666666666666
0.5493827160493827;0.6517412935323383;0.7401129943502824;0.6931216931216931;0.24074074074074073;0.14606741573033707;0.18181818181818182;0.4226190476190476;0.41040462427745666;0.4164222873900293;0.4166666666666667;0.3125;0.35714285714285715
0.5248756218905473;0.6381322957198443;0.7420814479638009;0.6861924686192469;0.3181818181818182;0.11666666666666667;0.17073170731707318;0.3389830508474576;0.40816326530612246;0.37037037037037035;0.0;0.0;0.0
0.555956678700361;0.6439169139465876;0.7431506849315068;0.6899841017488078;0.3235294117647059;0.13095238095238096;0.18644067796610167;0.45294117647058824;0.5032679738562091;0.47678018575851394;0.23076923076923078;0.12;0.15789473684210525
0.5675675675675675;0.6578411405295316;0.8034825870646766;0.7234042553191489;0.22857142857142856;0.08;0.11851851851851854;0.3987730061349693;0.39156626506024095;0.3951367781155016;0.21428571428571427;0.08571428571428572;0.12244897959183673
0.5632911392405063;0.6332179930795848;0.7379032258064516;0.6815642458100559;0.16666666666666666;0.08163265306122448;0.10958904109589039;0.5033112582781457;0.5241379310344828;0.5135135135135136;0.4;0.125;0.19047619047619047
0.4673913043478261;0.591304347826087;0.6267281105990783;0.6085011185682326;0.2553191489361702;0.1791044776119403;0.21052631578947364;0.3651685393258427;0.4513888888888889;0.4037267080745341;0.4;0.0625;0.10810810810810811
0.5026595744680851;0.5690376569037657;0.7157894736842105;0.634032634032634;0.2857142857142857;0.10810810810810811;0.1568627450980392;0.42574257425742573;0.45263157894736844;0.4387755102040816;0.25;0.11764705882352941;0.15999999999999998
0.5725429017160687;0.639344262295082;0.78;0.7027027027027027;0.4523809523809524;0.2;0.2773722627737227;0.43125;0.46308724832214765;0.4466019417475728;0.5;0.1276595744680851;0.20338983050847456
0.5015625;0.5663265306122449;0.74;0.6416184971098267;0.2564102564102564;0.11764705882352941;0.16129032258064516;0.41935483870967744;0.4126984126984127;0.416;0.4782608695652174;0.16666666666666666;0.24719101123595505
0.5443383356070941;0.654627539503386;0.7286432160804021;0.6896551724137933;0.3409090909090909;0.13157894736842105;0.18987341772151894;0.39215686274509803;0.449438202247191;0.418848167539267;0.3333333333333333;0.32558139534883723;0.3294117647058823
0.5367847411444142;0.6666666666666666;0.7505827505827506;0.706140350877193;0.1206896551724138;0.06542056074766354;0.08484848484848484;0.33689839572192515;0.4064516129032258;0.3684210526315789;0.3333333333333333;0.046511627906976744;0.08163265306122448
